name,japanese_name,abilities,type1,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,weight_kg,generation,is_legendary
Grumpig,Boopigブーピッグ,"['Thick Fat', 'Own Tempo', 'Gluttony']",psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,470,60,65,800000,0.9,80,50,326,90,110,80,71.5,3,0
Spinda,Patcheelパッチール,"['Own Tempo', 'Tangled Feet', 'Contrary']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,360,255,60,800000,1.1,60,50,327,60,60,60,5,3,0
Trapinch,Nuckrarナックラー,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",ground,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,290,255,45,1059860,0.7,45,50,328,45,45,10,15,3,0
Vibrava,Vibravaビブラーバ,['Levitate'],ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,5120,70,340,120,50,1059860,1.1,50,50,329,50,50,70,15.3,3,0
Flygon,Flygonフライゴン,['Levitate'],ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,5120,70,520,45,80,1059860,2,80,50,330,80,80,100,82,3,0
Cacnea,Saboneaサボネア,"['Sand Veil', 'Water Absorb']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,85,5120,35,335,190,40,1059860,0.4,50,50,331,85,40,35,51.3,3,0
Cacturne,Noctusノクタス,"['Sand Veil', 'Water Absorb']",grass,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,115,5120,35,475,60,60,1059860,1.3,70,50,332,115,60,55,77.4,3,0
Swablu,Tylttoチルット,"['Natural Cure', 'Cloud Nine']",normal,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,5120,70,310,255,60,600000,0.4,45,50,333,40,75,50,1.2,3,0
Altaria,Tyltalisチルタリス,"['Natural Cure', 'Cloud Nine']",dragon,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,110,5120,70,590,45,110,600000,1.1,75,50,334,110,105,80,20.6,3,0
Zangoose,Zangooseザングース,"['Immunity', 'Toxic Boost']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,458,90,60,600000,1.3,73,50,335,60,60,90,40.3,3,0
Seviper,Habunakeハブネーク,"['Shed Skin', 'Infiltrator']",poison,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,100,5120,70,458,90,60,1640000,2.7,73,50,336,100,60,65,52.5,3,0
Lunatone,Lunatoneルナトーン,['Levitate'],rock,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,55,6400,70,460,45,65,800000,1,90,NA,337,95,85,70,168,3,0
Solrock,Solrockソルロック,['Levitate'],rock,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,95,6400,70,460,45,85,800000,1.2,90,NA,338,55,65,70,154,3,0
Barboach,Dojoachドジョッチ,"['Oblivious', 'Anticipation', 'Hydration']",water,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,48,5120,70,288,190,43,1000000,0.4,50,50,339,46,41,60,1.9,3,0
Whiscash,Namazunナマズン,"['Oblivious', 'Anticipation', 'Hydration']",water,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,78,5120,70,468,75,73,1000000,0.9,110,50,340,76,71,60,23.6,3,0
Corphish,Heiganiヘイガニ,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,3840,70,308,205,65,1640000,0.6,43,50,341,50,35,35,11.5,3,0
Crawdaunt,Shizarigerシザリガー,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",water,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,120,3840,70,468,155,85,1640000,1.1,63,50,342,90,55,55,32.8,3,0
Baltoy,Yajilonヤジロン,['Levitate'],ground,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,40,5120,70,300,255,55,1000000,0.5,40,NA,343,40,70,55,21.5,3,0
Claydol,Nendollネンドール,['Levitate'],ground,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,5120,70,500,90,105,1000000,1.5,60,NA,344,70,120,75,108,3,0
Lileep,Lilylaリリーラ,"['Suction Cups', 'Storm Drain']",rock,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,41,7680,70,355,45,77,600000,1,66,88.1,345,61,87,23,23.8,3,0
Cradily,Yuradleユレイドル,"['Suction Cups', 'Storm Drain']",rock,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,81,7680,70,495,45,97,600000,1.5,86,88.1,346,81,107,43,60.4,3,0
Anorith,Anopthアノプス,"['Battle Armor', 'Swift Swim']",rock,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,95,7680,70,355,45,50,600000,0.7,45,88.1,347,40,50,75,12.5,3,0
Armaldo,Armaldoアーマルド,"['Battle Armor', 'Swift Swim']",rock,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,125,7680,70,495,45,100,600000,1.5,75,88.1,348,70,80,45,68.2,3,0
Feebas,Hinbassヒンバス,"['Swift Swim', 'Oblivious', 'Adaptability']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,15,5120,70,200,255,20,600000,0.6,20,50,349,10,55,80,7.4,3,0
Milotic,Milokarossミロカロス,"['Marvel Scale', 'Competitive', 'Cute Charm']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5120,70,540,60,79,600000,6.2,95,50,350,100,125,81,162,3,0
Castform,Powalenポワルン,['Forecast'],normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,6400,70,420,45,70,1000000,0.3,70,50,351,70,70,70,0.8,3,0
Kecleon,Kakureonカクレオン,"['Color Change', 'Protean']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,5120,70,440,200,70,1059860,1,60,50,352,60,120,40,22,3,0
Shuppet,Kagebouzuカゲボウズ,"['Insomnia', 'Frisk', 'Cursed Body']",ghost,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,75,6400,35,295,225,35,800000,0.6,44,50,353,63,33,45,2.3,3,0
Banette,Juppetaジュペッタ,"['Insomnia', 'Frisk', 'Cursed Body']",ghost,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,165,6400,35,555,45,75,800000,1.1,64,50,354,93,83,75,12.5,3,0
Duskull,Yomawaruヨマワル,"['Levitate', 'Frisk']",ghost,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,40,6400,35,295,190,90,800000,0.8,20,50,355,30,90,25,15,3,0
Dusclops,Samayouruサマヨール,"['Pressure', 'Frisk']",ghost,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,6400,35,455,90,130,800000,1.6,40,50,356,60,130,25,30.6,3,0
Tropius,Tropiusトロピウス,"['Chlorophyll', 'Solar Power', 'Harvest']",grass,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,6400,70,460,200,83,1250000,2,99,50,357,72,87,51,100,3,0
Chimecho,Chireanチリーン,['Levitate'],psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,6400,70,455,45,80,800000,0.6,75,50,358,95,90,65,1,3,0
Absol,Absolアブソル,"['Pressure', 'Super Luck', 'Justified']",dark,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,150,6400,35,565,30,60,1059860,1.2,65,50,359,115,60,115,47,3,0
Wynaut,Sohnanoソーナノ,"['Shadow Tag', 'Telepathy']",psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,23,5120,70,260,125,48,1000000,0.6,95,50,360,23,48,23,14,3,0
Snorunt,Yukiwarashiユキワラシ,"['Inner Focus', 'Ice Body', 'Moody']",ice,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,300,190,50,1000000,0.7,50,50,361,50,50,50,16.8,3,0
Glalie,Onigohriオニゴーリ,"['Inner Focus', 'Ice Body', 'Moody']",ice,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,5120,70,580,75,80,1000000,1.5,80,50,362,120,80,100,256.5,3,0
Spheal,Tamazarashiタマザラシ,"['Thick Fat', 'Ice Body', 'Oblivious']",ice,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,40,5120,70,290,255,50,1059860,0.8,70,50,363,55,50,25,39.5,3,0
Sealeo,Todogglerトドグラー,"['Thick Fat', 'Ice Body', 'Oblivious']",ice,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,60,5120,70,410,120,70,1059860,1.1,90,50,364,75,70,45,87.6,3,0
Walrein,Todoserugaトドゼルガ,"['Thick Fat', 'Ice Body', 'Oblivious']",ice,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,80,5120,70,530,45,90,1059860,1.4,110,50,365,95,90,65,150.6,3,0
Clamperl,Pearluluパールル,"['Shell Armor', 'Rattled']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,64,5120,70,345,255,85,600000,0.4,35,50,366,74,55,32,52.5,3,0
Huntail,Huntailハンテール,"['Swift Swim', 'Water Veil']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,104,5120,70,485,60,105,600000,1.7,55,50,367,94,75,52,27,3,0
Gorebyss,Sakurabyssサクラビス,"['Swift Swim', 'Hydration']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,84,5120,70,485,60,105,600000,1.8,55,50,368,114,75,52,22.6,3,0
Relicanth,Glanthジーランス,"['Swift Swim', 'Rock Head', 'Sturdy']",water,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,90,10240,70,485,25,130,1250000,1,100,88.1,369,45,65,55,23.4,3,0
Luvdisc,Lovecusラブカス,"['Swift Swim', 'Hydration']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,5120,70,330,225,55,800000,0.6,43,24.6,370,40,65,97,8.7,3,0
Bagon,Tatsubayタツベイ,"['Rock Head', 'Sheer Force']",dragon,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,300,45,60,1250000,0.6,45,50,371,40,30,50,42.1,3,0
Shelgon,Komoruuコモルー,"['Rock Head', 'Overcoat']",dragon,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,10240,35,420,45,100,1250000,1.1,65,50,372,60,50,50,110.5,3,0
Salamence,Bohmanderボーマンダ,"['Intimidate', 'Moxie']",dragon,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,10240,35,700,45,130,1250000,1.5,95,50,373,120,90,120,102.6,3,0
Beldum,Dumbberダンバル,"['Clear Body', 'Light Metal']",steel,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,10240,35,300,3,80,1250000,0.6,40,NA,374,35,60,30,95.2,3,0
Metang,Metangメタング,"['Clear Body', 'Light Metal']",steel,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,10240,35,420,3,100,1250000,1.2,60,NA,375,55,80,50,202.5,3,0
Metagross,Metagrossメタグロス,"['Clear Body', 'Light Metal']",steel,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,10240,35,700,3,150,1250000,1.6,80,NA,376,105,110,110,550,3,0
Regirock,Regirockレジロック,"['Clear Body', 'Sturdy']",rock,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,20480,35,580,3,200,1250000,1.7,80,NA,377,50,100,50,230,3,1
Regice,Regiceレジアイス,"['Clear Body', 'Ice Body']",ice,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,20480,35,580,3,100,1250000,1.8,80,NA,378,100,200,50,175,3,1
Registeel,Registeelレジスチル,"['Clear Body', 'Light Metal']",steel,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,20480,35,580,3,150,1250000,1.9,80,NA,379,75,150,50,205,3,1
Latias,Latiasラティアス,['Levitate'],dragon,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,30720,90,700,3,120,1250000,1.4,80,0,380,140,150,110,40,3,1
Latios,Latiosラティオス,['Levitate'],dragon,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,30720,90,700,3,100,1250000,2,80,100,381,160,120,110,60,3,1
Kyogre,Kyogreカイオーガ,['Drizzle'],water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,30720,0,770,3,90,1250000,4.5,100,NA,382,180,160,90,352,3,1
Groudon,Groudonグラードン,['Drought'],ground,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,30720,0,770,3,160,1250000,3.5,100,NA,383,150,90,90,950,3,1
Rayquaza,Rayquazaレックウザ,['Air Lock'],dragon,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,30720,0,780,45,100,1250000,7,105,NA,384,180,100,115,206.5,3,1
Jirachi,Jirachiジラーチ,['Serene Grace'],steel,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,30720,100,600,3,100,1250000,0.3,100,NA,385,100,100,100,1.1,3,1
Deoxys,Deoxysデオキシス,['Pressure'],psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,30720,0,600,3,90,1250000,1.7,50,NA,386,95,90,180,60.8,3,1
Turtwig,Naetleナエトル,"['Overgrow', 'Shell Armor']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,68,5120,70,318,45,64,1059860,0.4,55,88.1,387,45,55,31,10.2,4,0
Grotle,Hayashigameハヤシガメ,"['Overgrow', 'Shell Armor']",grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,5120,70,405,45,85,1059860,1.1,75,88.1,388,55,65,36,97,4,0
Torterra,Dodaitoseドダイトス,"['Overgrow', 'Shell Armor']",grass,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,109,5120,70,525,45,105,1059860,2.2,95,88.1,389,75,85,56,310,4,0
Chimchar,Hikozaruヒコザル,"['Blaze', 'Iron Fist']",fire,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,58,5120,70,309,45,44,1059860,0.5,44,88.1,390,58,44,61,6.2,4,0
Monferno,Moukazaruモウカザル,"['Blaze', 'Iron Fist']",fire,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,5120,70,405,45,52,1059860,0.9,64,88.1,391,78,52,81,22,4,0
Infernape,Goukazaruゴウカザル,"['Blaze', 'Iron Fist']",fire,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,5120,70,534,45,71,1059860,1.2,76,88.1,392,104,71,108,55,4,0
Piplup,Pochamaポッチャマ,"['Torrent', 'Defiant']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,5120,70,314,45,53,1059860,0.4,53,88.1,393,61,56,40,5.2,4,0
Prinplup,Pottaishiポッタイシ,"['Torrent', 'Defiant']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,5120,70,405,45,68,1059860,0.8,64,88.1,394,81,76,50,23,4,0
Empoleon,Emperteエンペルト,"['Torrent', 'Defiant']",water,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,86,5120,70,530,45,88,1059860,1.7,84,88.1,395,111,101,60,84.5,4,0
Starly,Mukkuruムックル,"['Keen Eye', 'Reckless']",normal,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,245,255,30,1059860,0.3,40,50,396,30,30,60,2,4,0
Staravia,Mukubirdムクバード,"['Intimidate', 'Reckless']",normal,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,340,120,50,1059860,0.6,55,50,397,40,40,80,15.5,4,0
Staraptor,Mukuhawkムクホーク,"['Intimidate', 'Reckless']",normal,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,70,1059860,1.2,85,50,398,50,60,100,24.9,4,0
Bidoof,Bippaビッパ,"['Simple', 'Unaware', 'Moody']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,250,255,40,1000000,0.5,59,50,399,35,40,31,20,4,0
Bibarel,Beadaruビーダル,"['Simple', 'Unaware', 'Moody']",normal,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,3840,70,410,127,60,1000000,1,79,50,400,55,60,71,31.5,4,0
Kricketot,Korobohshiコロボーシ,"['Shed Skin', 'Run Away']",bug,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,3840,70,194,255,41,1059860,0.3,37,50,401,25,41,25,2.2,4,0
Kricketune,Korotockコロトック,"['Swarm', 'Technician']",bug,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,3840,70,384,45,51,1059860,1,77,50,402,55,51,65,25.5,4,0
Shinx,Kolinkコリンク,"['Rivalry', 'Intimidate', 'Guts']",electric,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,5120,70,263,235,34,1059860,0.5,45,50,403,40,34,45,9.5,4,0
Luxio,Luxioルクシオ,"['Rivalry', 'Intimidate', 'Guts']",electric,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,100,363,120,49,1059860,0.9,60,50,404,60,49,60,30.5,4,0
Luxray,Rentorarレントラー,"['Rivalry', 'Intimidate', 'Guts']",electric,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,5120,70,523,45,79,1059860,1.4,80,50,405,95,79,70,42,4,0
Budew,Subomieスボミー,"['Natural Cure', 'Poison Point', 'Leaf Guard']",grass,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,5120,70,280,255,35,1059860,0.2,40,50,406,50,70,55,1.2,4,0
Roserade,Roseradeロズレイド,"['Natural Cure', 'Poison Point', 'Technician']",grass,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,5120,70,515,75,65,1059860,0.9,60,50,407,125,105,90,14.5,4,0
Cranidos,Zugaidosズガイドス,"['Mold Breaker', 'Sheer Force']",rock,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,7680,70,350,45,40,600000,0.9,67,88.1,408,30,30,58,31.5,4,0
Rampardos,Rampaldラムパルド,"['Mold Breaker', 'Sheer Force']",rock,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,7680,70,495,45,60,600000,1.6,97,88.1,409,65,50,58,102.5,4,0
Shieldon,Tatetopsタテトプス,"['Sturdy', 'Soundproof']",rock,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,7680,70,350,45,118,600000,0.5,30,88.1,410,42,88,30,57,4,0
Bastiodon,Toridepsトリデプス,"['Sturdy', 'Soundproof']",rock,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,7680,70,495,45,168,600000,1.3,60,88.1,411,47,138,30,149.5,4,0
Burmy,Minomucchiミノムッチ,"['Shed Skin', 'Overcoat']",bug,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,3840,70,224,120,45,1000000,0.2,40,50,412,29,45,36,3.4,4,0
Wormadam,Minomadam (kusaki No Mino)ミノマダム,"['Anticipation', 'Overcoat']",bug,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,3840,70,424,45,95,1000000,0.5,60,0,413,69,95,36,6.5,4,0
Mothim,Gamaleガーメイル,"['Swarm', 'Tinted Lens']",bug,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,3840,70,424,45,50,1000000,0.9,70,100,414,94,50,66,23.3,4,0
Combee,Mitsuhoneyミツハニー,"['Honey Gather', 'Hustle']",bug,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,3840,70,244,120,42,1059860,0.3,30,88.1,415,30,42,70,5.5,4,0
Vespiquen,Beequenビークイン,"['Pressure', 'Unnerve']",bug,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,3840,70,474,45,102,1059860,1.2,70,0,416,80,102,40,38.5,4,0
Pachirisu,Pachirisuパチリス,"['Run Away', 'Pickup', 'Volt Absorb']",electric,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,2560,100,405,200,70,1000000,0.4,60,50,417,45,90,95,3.9,4,0
Buizel,Buoyselブイゼル,"['Swift Swim', 'Water Veil']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,330,190,35,1000000,0.7,55,50,418,60,30,85,29.5,4,0
Floatzel,Floazelフローゼル,"['Swift Swim', 'Water Veil']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,495,75,55,1000000,1.1,85,50,419,85,50,115,33.5,4,0
Cherubi,Cherinboチェリンボ,['Chlorophyll'],grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,275,190,45,1000000,0.4,45,50,420,62,53,35,3.3,4,0
Cherrim,Cherrimチェリム,['Flower Gift'],grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,450,75,70,1000000,0.5,70,50,421,87,78,85,9.3,4,0
Shellos,Karanakushiカラナクシ,"['Sticky Hold', 'Storm Drain', 'Sand Force']",water,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,5120,70,325,190,48,1000000,0.3,76,50,422,57,62,34,6.3,4,0
Gastrodon,Tritodonトリトドン,"['Sticky Hold', 'Storm Drain', 'Sand Force']",water,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,5120,70,475,75,68,1000000,0.9,111,50,423,92,82,39,29.9,4,0
Ambipom,Etebothエテボース,"['Technician', 'Pickup', 'Skill Link']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,100,482,45,66,800000,1.2,75,50,424,60,66,115,20.3,4,0
Drifloon,Fuwanteフワンテ,"['Aftermath', 'Unburden', 'Flare Boost']",ghost,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,7680,70,348,125,34,1640000,0.4,90,50,425,60,44,70,1.2,4,0
Drifblim,Fuwarideフワライド,"['Aftermath', 'Unburden', 'Flare Boost']",ghost,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,7680,70,498,60,44,1640000,1.2,150,50,426,90,54,80,15,4,0
Buneary,Mimirolミミロル,"['Run Away', 'Klutz', 'Limber']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,66,5120,0,350,190,44,1000000,0.4,55,50,427,44,56,85,5.5,4,0
Lopunny,Mimilopミミロップ,"['Cute Charm', 'Klutz', 'Limber']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,5120,140,580,60,94,1000000,1.2,65,50,428,54,96,135,33.3,4,0
Mismagius,Mumargiムウマージ,['Levitate'],ghost,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,495,45,60,800000,0.9,60,50,429,105,105,105,4.4,4,0
Honchkrow,Dongkarasuドンカラス,"['Insomnia', 'Super Luck', 'Moxie']",dark,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,5120,35,505,30,52,1059860,0.9,100,50,430,105,52,71,27.3,4,0
Glameow,Nyarmarニャルマー,"['Limber', 'Own Tempo', 'Keen Eye']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,310,190,42,800000,0.5,49,24.6,431,42,37,85,3.9,4,0
Purugly,Bunyattoブニャット,"['Thick Fat', 'Own Tempo', 'Defiant']",normal,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,5120,70,452,75,64,800000,1,71,24.6,432,64,59,112,43.8,4,0
Chingling,Lisyanリーシャン,['Levitate'],psychic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,6400,70,285,120,50,800000,0.2,45,50,433,65,50,45,0.6,4,0
Stunky,Skunpuuスカンプー,"['Stench', 'Aftermath', 'Keen Eye']",poison,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,5120,70,329,225,47,1000000,0.4,63,50,434,41,41,74,19.2,4,0
Skuntank,Skutankスカタンク,"['Stench', 'Aftermath', 'Keen Eye']",poison,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,5120,70,479,60,67,1000000,1,103,50,435,71,61,84,38,4,0
Bronzor,Dohmirrorドーミラー,"['Levitate', 'Heatproof', 'Heavy Metal']",steel,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,24,5120,70,300,255,86,1000000,0.5,57,NA,436,24,86,23,60.5,4,0
Bronzong,Dohtakunドータクン,"['Levitate', 'Heatproof', 'Heavy Metal']",steel,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,89,5120,70,500,90,116,1000000,1.3,67,NA,437,79,116,33,187,4,0
Bonsly,Usohachiウソハチ,"['Sturdy', 'Rock Head', 'Rattled']",rock,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,80,5120,70,290,255,95,1000000,0.5,50,50,438,10,45,10,15,4,0
